
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-21 17:10:53 /v1/models ................................. ~ 501.01ms
  2026-04-21 17:10:59 /v1/models ................................. ~ 572.21ms
  2026-04-21 17:11:05 /v1/models ................................. ~ 573.96ms
  2026-04-21 17:11:11 /v1/models ................................. ~ 500.85ms
  2026-04-21 17:11:17 /v1/models ................................. ~ 502.17ms
  2026-04-21 17:11:23 /v1/models ................................. ~ 500.61ms
  2026-04-21 17:11:29 /v1/models ................................. ~ 500.54ms
  2026-04-21 17:11:35 /v1/models ................................. ~ 575.37ms
  2026-04-21 17:11:41 /v1/models ................................. ~ 574.80ms
  2026-04-21 17:11:47 /v1/models ................................. ~ 600.61ms
  2026-04-21 17:11:53 /v1/models ................................. ~ 500.89ms
  2026-04-21 17:11:59 /v1/models ................................. ~ 501.07ms
  2026-04-21 17:12:05 /v1/models ................................. ~ 501.66ms
  2026-04-21 17:12:11 /v1/models ................................... ~ 0.56ms
  2026-04-21 17:12:16 /v1/models ................................. ~ 501.01ms
  2026-04-21 17:12:22 /v1/models ................................. ~ 500.93ms
  2026-04-21 17:12:27 /v1/models ................................. ~ 571.17ms
  2026-04-21 17:12:33 /v1/models ................................. ~ 500.62ms
  2026-04-21 17:12:39 /v1/models ................................. ~ 574.67ms
  2026-04-21 17:12:45 /v1/models ................................. ~ 501.17ms
  2026-04-21 17:12:51 /v1/models ................................. ~ 574.73ms
  2026-04-21 17:12:57 /v1/models ................................. ~ 574.65ms
  2026-04-21 17:13:03 /v1/models ................................. ~ 576.23ms
  2026-04-21 17:13:09 /v1/models ................................. ~ 574.93ms
  2026-04-21 17:13:15 /v1/models ................................. ~ 500.82ms
  2026-04-21 17:13:21 /v1/models ................................. ~ 561.49ms
  2026-04-21 17:13:27 /v1/models ................................. ~ 573.78ms
  2026-04-21 17:13:33 /v1/models ....................................... ~ 1s
  2026-04-21 17:13:39 /v1/models ................................. ~ 570.93ms
  2026-04-21 17:13:44 /v1/models ................................... ~ 3.37ms
  2026-04-21 17:13:50 /v1/models ................................. ~ 576.14ms
  2026-04-21 17:13:55 /v1/models ................................. ~ 501.38ms
  2026-04-21 17:14:01 /v1/models ................................. ~ 500.48ms
  2026-04-21 17:14:07 /v1/models ................................. ~ 500.47ms
  2026-04-21 17:14:12 /v1/models ................................. ~ 573.23ms
  2026-04-21 17:14:18 /v1/models ................................. ~ 578.20ms
  2026-04-21 17:14:23 /v1/models ................................. ~ 569.47ms
  2026-04-21 17:14:28 /v1/models ................................. ~ 571.65ms
  2026-04-21 17:14:34 /v1/models ....................................... ~ 1s
  2026-04-21 17:14:40 /v1/models ................................. ~ 500.83ms
  2026-04-21 17:14:46 /v1/models ................................. ~ 500.64ms
  2026-04-21 17:14:52 /v1/models ................................. ~ 500.54ms
  2026-04-21 17:14:58 /v1/models ................................. ~ 500.58ms
  2026-04-21 17:15:04 /v1/models ................................. ~ 500.88ms
  2026-04-21 17:15:10 /v1/models ................................. ~ 500.82ms
  2026-04-21 17:15:15 /v1/models ................................. ~ 500.84ms
  2026-04-21 17:15:21 /v1/models ................................... ~ 0.71ms
  2026-04-21 17:15:26 /v1/models ................................. ~ 573.60ms
  2026-04-21 17:15:32 /v1/models ................................. ~ 575.49ms
  2026-04-21 17:15:38 /v1/models ................................. ~ 500.69ms
  2026-04-21 17:15:44 /v1/models ................................. ~ 574.21ms
  2026-04-21 17:15:50 /v1/models ................................. ~ 566.19ms
  2026-04-21 17:15:56 /v1/models ................................. ~ 528.99ms
  2026-04-21 17:16:02 /v1/models ................................. ~ 566.81ms
  2026-04-21 17:16:08 /v1/models ................................. ~ 500.50ms
  2026-04-21 17:16:14 /v1/models ................................. ~ 574.80ms
  2026-04-21 17:16:20 /v1/models ................................. ~ 575.30ms
  2026-04-21 17:16:26 /v1/models ................................. ~ 572.42ms
  2026-04-21 17:16:32 /v1/models ................................. ~ 572.77ms
  2026-04-21 17:16:38 /v1/models ................................. ~ 500.59ms
  2026-04-21 17:16:43 /v1/models ................................. ~ 500.52ms
  2026-04-21 17:16:49 /v1/models ................................. ~ 577.92ms
  2026-04-21 17:16:55 /v1/models ................................. ~ 574.57ms
  2026-04-21 17:17:01 /v1/models ................................. ~ 500.61ms
  2026-04-21 17:17:07 /v1/models ................................. ~ 576.08ms
  2026-04-21 17:17:13 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:17:19 /v1/models ................................... ~ 0.50ms
  2026-04-21 17:17:25 /v1/models ................................. ~ 574.35ms
  2026-04-21 17:17:31 /v1/models ................................. ~ 500.51ms
  2026-04-21 17:17:37 /v1/models ....................................... ~ 1s
  2026-04-21 17:17:42 /v1/models ................................. ~ 573.98ms
  2026-04-21 17:17:48 /v1/models ................................. ~ 500.64ms
  2026-04-21 17:17:53 /v1/models ................................... ~ 0.27ms
  2026-04-21 17:17:59 /v1/models ................................. ~ 501.03ms
  2026-04-21 17:18:04 /v1/models ................................. ~ 501.28ms
  2026-04-21 17:18:10 /v1/models ................................. ~ 500.87ms
  2026-04-21 17:18:15 /v1/models ................................. ~ 574.70ms
  2026-04-21 17:18:21 /v1/models ................................. ~ 500.63ms
  2026-04-21 17:18:26 /v1/models ................................. ~ 500.53ms
  2026-04-21 17:18:32 /v1/models ................................... ~ 0.36ms
  2026-04-21 17:18:38 /v1/models ................................. ~ 501.36ms
  2026-04-21 17:18:44 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:18:49 /v1/models ................................... ~ 0.36ms
  2026-04-21 17:18:55 /v1/models ................................. ~ 573.51ms
  2026-04-21 17:19:01 /v1/models ................................. ~ 570.10ms
  2026-04-21 17:19:07 /v1/models ................................. ~ 500.58ms
  2026-04-21 17:19:13 /v1/models ................................. ~ 575.18ms
  2026-04-21 17:19:19 /v1/models ................................. ~ 575.63ms
  2026-04-21 17:19:25 /v1/models ................................. ~ 499.64ms
  2026-04-21 17:19:31 /v1/models ................................. ~ 575.38ms
  2026-04-21 17:19:37 /v1/models ................................. ~ 500.43ms
  2026-04-21 17:19:43 /v1/models ....................................... ~ 1s
  2026-04-21 17:19:48 /v1/models ................................. ~ 500.34ms
  2026-04-21 17:19:54 /v1/models ................................. ~ 501.01ms
  2026-04-21 17:19:59 /v1/models ................................... ~ 0.34ms
  2026-04-21 17:20:05 /v1/models ................................. ~ 501.20ms
  2026-04-21 17:20:11 /v1/models ................................... ~ 0.43ms
  2026-04-21 17:20:17 /v1/models ................................. ~ 567.33ms
  2026-04-21 17:20:23 /v1/models ................................. ~ 575.58ms
  2026-04-21 17:20:29 /v1/models ................................. ~ 574.65ms
  2026-04-21 17:20:35 /v1/models ................................. ~ 562.84ms
  2026-04-21 17:20:41 /v1/models ................................. ~ 501.29ms
  2026-04-21 17:20:46 /v1/models ................................. ~ 575.65ms
  2026-04-21 17:20:52 /v1/models ................................. ~ 500.77ms
  2026-04-21 17:20:58 /v1/models ................................. ~ 565.41ms
  2026-04-21 17:21:04 /v1/models ................................. ~ 575.00ms
  2026-04-21 17:21:10 /v1/models ................................. ~ 574.58ms
  2026-04-21 17:21:16 /v1/models ................................. ~ 574.01ms
  2026-04-21 17:21:22 /v1/models ................................... ~ 0.29ms
  2026-04-21 17:21:28 /v1/models ................................. ~ 500.87ms
  2026-04-21 17:21:34 /v1/models ................................... ~ 0.47ms
  2026-04-21 17:21:40 /v1/models ................................. ~ 500.67ms
  2026-04-21 17:21:46 /v1/models ................................. ~ 500.68ms
  2026-04-21 17:21:52 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:21:58 /v1/models ................................. ~ 500.92ms
  2026-04-21 17:22:04 /v1/models ................................. ~ 500.56ms
  2026-04-21 17:22:10 /v1/models ................................. ~ 536.29ms
  2026-04-21 17:22:16 /v1/models ................................... ~ 1.01ms
  2026-04-21 17:22:22 /v1/models ................................. ~ 501.08ms
  2026-04-21 17:22:28 /v1/models ................................... ~ 0.43ms
  2026-04-21 17:22:34 /v1/models ................................. ~ 575.67ms
  2026-04-21 17:22:40 /v1/models ................................... ~ 0.47ms
  2026-04-21 17:22:46 /v1/models ................................. ~ 501.07ms
  2026-04-21 17:22:52 /v1/models ................................. ~ 571.22ms
  2026-04-21 17:22:58 /v1/models ................................. ~ 561.23ms
  2026-04-21 17:23:04 /v1/models ................................. ~ 575.48ms
  2026-04-21 17:23:10 /v1/models ................................. ~ 500.63ms
  2026-04-21 17:23:16 /v1/models ................................. ~ 573.48ms
  2026-04-21 17:23:22 /v1/models ................................. ~ 561.38ms
  2026-04-21 17:23:28 /v1/models ................................. ~ 575.61ms
  2026-04-21 17:23:34 /v1/models ................................. ~ 574.65ms
  2026-04-21 17:23:40 /v1/models ................................. ~ 575.76ms
  2026-04-21 17:23:46 /v1/models ................................. ~ 570.29ms
  2026-04-21 17:23:52 /v1/models ................................. ~ 567.80ms
  2026-04-21 17:23:58 /v1/models ................................... ~ 0.26ms
  2026-04-21 17:24:04 /v1/models ................................... ~ 0.44ms
  2026-04-21 17:24:10 /v1/models ................................. ~ 564.39ms
  2026-04-21 17:24:16 /v1/models ................................... ~ 0.48ms
  2026-04-21 17:24:22 /v1/models ................................... ~ 0.45ms
  2026-04-21 17:24:28 /v1/models ................................. ~ 571.96ms
  2026-04-21 17:24:34 /v1/models ................................. ~ 575.10ms
  2026-04-21 17:24:40 /v1/models ................................. ~ 565.37ms
  2026-04-21 17:24:46 /v1/models ................................. ~ 500.94ms
  2026-04-21 17:24:52 /v1/models ................................. ~ 502.01ms
  2026-04-21 17:24:58 /v1/models ................................. ~ 500.94ms
  2026-04-21 17:25:04 /v1/models ................................. ~ 500.70ms
  2026-04-21 17:25:10 /v1/models ................................. ~ 500.47ms
  2026-04-21 17:25:16 /v1/models ................................... ~ 0.36ms
  2026-04-21 17:25:22 /v1/models ................................... ~ 0.44ms
  2026-04-21 17:25:28 /v1/models ................................... ~ 0.32ms
  2026-04-21 17:25:34 /v1/models ................................... ~ 0.32ms
  2026-04-21 17:25:40 /v1/models ................................... ~ 1.37ms
